,SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date.1
347,16232,18177,17,2013,1,15,3,12,36 ,23 ,37,23,2013/1/15
348,16149,18177,17,2013,1,15,3,13,36 ,23 ,38,22,2013/1/15
349,16065,18177,17,2013,1,15,3,14,36 ,23 ,38,22,2013/1/15
350,15964,18177,17,2013,1,15,3,15,36 ,23 ,39,22,2013/1/15
351,15990,18177,17,2013,1,15,3,16,36 ,23 ,38,22,2013/1/15
352,16861,18177,17,2013,1,15,3,17,36 ,23 ,38,22,2013/1/15
353,18177,18177,17,2013,1,15,3,18,36 ,23 ,37,22,2013/1/15
354,18124,18177,17,2013,1,15,3,19,36 ,23 ,36,22,2013/1/15
355,17664,18177,17,2013,1,15,3,20,36 ,23 ,35,22,2013/1/15
356,16914,18177,17,2013,1,15,3,21,36 ,23 ,34,22,2013/1/15
357,15751,18177,17,2013,1,15,3,22,36 ,23 ,34,21,2013/1/15
358,14267,18177,17,2013,1,15,3,23,36 ,23 ,33,22,2013/1/15
359,13002,18177,17,2013,1,15,3,24,36 ,23 ,33,22,2013/1/15
360,12089,18914,17,2013,1,16,4,1,32 ,28 ,33,23,2013/1/16
361,11692,18914,17,2013,1,16,4,2,32 ,28 ,33,22,2013/1/16
362,11519,18914,17,2013,1,16,4,3,32 ,28 ,32,22,2013/1/16
363,11563,18914,17,2013,1,16,4,4,32 ,28 ,33,23,2013/1/16
364,11979,18914,17,2013,1,16,4,5,32 ,28 ,32,24,2013/1/16
365,13134,18914,17,2013,1,16,4,6,32 ,28 ,30,26,2013/1/16
366,14972,18914,17,2013,1,16,4,7,32 ,28 ,30,27,2013/1/16
367,16172,18914,17,2013,1,16,4,8,32 ,28 ,30,27,2013/1/16
368,16543,18914,17,2013,1,16,4,9,32 ,28 ,30,27,2013/1/16
369,16849,18914,17,2013,1,16,4,10,32 ,28 ,30,28,2013/1/16
370,17158,18914,17,2013,1,16,4,11,32 ,28 ,30,28,2013/1/16
371,17329,18914,17,2013,1,16,4,12,32 ,28 ,31,29,2013/1/16
372,17368,18914,17,2013,1,16,4,13,32 ,28 ,32,30,2013/1/16
373,17297,18914,17,2013,1,16,4,14,32 ,28 ,32,30,2013/1/16
374,17135,18914,17,2013,1,16,4,15,32 ,28 ,32,30,2013/1/16
375,17173,18914,17,2013,1,16,4,16,32 ,28 ,32,30,2013/1/16
376,17905,18914,17,2013,1,16,4,17,32 ,28 ,32,31,2013/1/16
377,18914,18914,17,2013,1,16,4,18,32 ,28 ,32,30,2013/1/16
378,18657,18914,17,2013,1,16,4,19,32 ,28 ,32,30,2013/1/16
379,18019,18914,17,2013,1,16,4,20,32 ,28 ,32,30,2013/1/16
380,17186,18914,17,2013,1,16,4,21,32 ,28 ,32,30,2013/1/16
381,15950,18914,17,2013,1,16,4,22,32 ,28 ,32,31,2013/1/16
382,14465,18914,17,2013,1,16,4,23,32 ,28 ,32,30,2013/1/16
383,13153,18914,17,2013,1,16,4,24,32 ,28 ,32,30,2013/1/16
384,12342,18311,17,2013,1,17,5,1,32 ,23 ,32,30,2013/1/17
385,11926,18311,17,2013,1,17,5,2,32 ,23 ,30,29,2013/1/17
386,11740,18311,17,2013,1,17,5,3,32 ,23 ,31,28,2013/1/17
387,11747,18311,17,2013,1,17,5,4,32 ,23 ,30,28,2013/1/17
388,12088,18311,17,2013,1,17,5,5,32 ,23 ,29,27,2013/1/17
389,13228,18311,17,2013,1,17,5,6,32 ,23 ,29,27,2013/1/17
390,15318,18311,17,2013,1,17,5,7,32 ,23 ,30,27,2013/1/17
391,16300,18311,17,2013,1,17,5,8,32 ,23 ,29,26,2013/1/17
392,16347,18311,17,2013,1,17,5,9,32 ,23 ,31,26,2013/1/17
393,16287,18311,17,2013,1,17,5,10,32 ,23 ,33,26,2013/1/17
394,16326,18311,17,2013,1,17,5,11,32 ,23 ,34,27,2013/1/17
395,16210,18311,17,2013,1,17,5,12,32 ,23 ,37,27,2013/1/17
396,16064,18311,17,2013,1,17,5,13,32 ,23 ,38,27,2013/1/17
397,15974,18311,17,2013,1,17,5,14,32 ,23 ,38,27,2013/1/17
398,15901,18311,17,2013,1,17,5,15,32 ,23 ,38,25,2013/1/17
399,16047,18311,17,2013,1,17,5,16,32 ,23 ,38,23,2013/1/17
400,17100,18311,17,2013,1,17,5,17,32 ,23 ,36,21,2013/1/17
401,18311,18311,17,2013,1,17,5,18,32 ,23 ,35,20,2013/1/17
402,18301,18311,17,2013,1,17,5,19,32 ,23 ,33,19,2013/1/17
403,17879,18311,17,2013,1,17,5,20,32 ,23 ,32,18,2013/1/17
404,17262,18311,17,2013,1,17,5,21,32 ,23 ,30,15,2013/1/17
405,16154,18311,17,2013,1,17,5,22,32 ,23 ,29,14,2013/1/17
406,14753,18311,17,2013,1,17,5,23,32 ,23 ,28,12,2013/1/17
407,13463,18311,17,2013,1,17,5,24,32 ,23 ,27,10,2013/1/17
408,12675,18792,17,2013,1,18,6,1,21 ,0 ,26,10,2013/1/18
409,12278,18792,17,2013,1,18,6,2,21 ,0 ,25,8,2013/1/18
410,12123,18792,17,2013,1,18,6,3,21 ,0 ,25,5,2013/1/18
411,12120,18792,17,2013,1,18,6,4,21 ,0 ,24,4,2013/1/18
412,12594,18792,17,2013,1,18,6,5,21 ,0 ,23,3,2013/1/18
413,13849,18792,17,2013,1,18,6,6,21 ,0 ,21,0,2013/1/18
414,16003,18792,17,2013,1,18,6,7,21 ,0 ,18,-1,2013/1/18
415,17187,18792,17,2013,1,18,6,8,21 ,0 ,17,-2,2013/1/18
416,17312,18792,17,2013,1,18,6,9,21 ,0 ,16,-3,2013/1/18
417,17311,18792,17,2013,1,18,6,10,21 ,0 ,17,-4,2013/1/18
418,17380,18792,17,2013,1,18,6,11,21 ,0 ,19,-5,2013/1/18
419,17286,18792,17,2013,1,18,6,12,21 ,0 ,20,-4,2013/1/18
420,17044,18792,17,2013,1,18,6,13,21 ,0 ,21,-4,2013/1/18
421,16925,18792,17,2013,1,18,6,14,21 ,0 ,22,-3,2013/1/18
422,16741,18792,17,2013,1,18,6,15,21 ,0 ,23,-3,2013/1/18
423,16780,18792,17,2013,1,18,6,16,21 ,0 ,24,-3,2013/1/18
424,17498,18792,17,2013,1,18,6,17,21 ,0 ,23,-3,2013/1/18
425,18792,18792,17,2013,1,18,6,18,21 ,0 ,21,-2,2013/1/18
426,18737,18792,17,2013,1,18,6,19,21 ,0 ,21,-1,2013/1/18
427,18268,18792,17,2013,1,18,6,20,21 ,0 ,20,0,2013/1/18
428,17682,18792,17,2013,1,18,6,21,21 ,0 ,19,2,2013/1/18
429,16849,18792,17,2013,1,18,6,22,21 ,0 ,19,2,2013/1/18
430,15674,18792,17,2013,1,18,6,23,21 ,0 ,19,3,2013/1/18
431,14451,18792,17,2013,1,18,6,24,21 ,0 ,19,4,2013/1/18
432,13498,16659,17,2013,1,19,7,1,35 ,19 ,21,5,2013/1/19
433,12975,16659,17,2013,1,19,7,2,35 ,19 ,22,7,2013/1/19
434,12645,16659,17,2013,1,19,7,3,35 ,19 ,24,10,2013/1/19
435,12492,16659,17,2013,1,19,7,4,35 ,19 ,26,11,2013/1/19
436,12516,16659,17,2013,1,19,7,5,35 ,19 ,27,13,2013/1/19
437,12868,16659,17,2013,1,19,7,6,35 ,19 ,28,14,2013/1/19
438,13557,16659,17,2013,1,19,7,7,35 ,19 ,29,16,2013/1/19
439,14326,16659,17,2013,1,19,7,8,35 ,19 ,30,16,2013/1/19
440,15127,16659,17,2013,1,19,7,9,35 ,19 ,31,18,2013/1/19
441,15696,16659,17,2013,1,19,7,10,35 ,19 ,33,20,2013/1/19
442,15876,16659,17,2013,1,19,7,11,35 ,19 ,36,21,2013/1/19
443,15771,16659,17,2013,1,19,7,12,35 ,19 ,38,22,2013/1/19
444,15443,16659,17,2013,1,19,7,13,35 ,19 ,40,22,2013/1/19
445,15036,16659,17,2013,1,19,7,14,35 ,19 ,42,23,2013/1/19
446,14737,16659,17,2013,1,19,7,15,35 ,19 ,44,23,2013/1/19
447,14673,16659,17,2013,1,19,7,16,35 ,19 ,44,23,2013/1/19
448,15357,16659,17,2013,1,19,7,17,35 ,19 ,44,23,2013/1/19
449,16659,16659,17,2013,1,19,7,18,35 ,19 ,42,23,2013/1/19
450,16547,16659,17,2013,1,19,7,19,35 ,19 ,41,24,2013/1/19
451,16036,16659,17,2013,1,19,7,20,35 ,19 ,41,24,2013/1/19
452,15495,16659,17,2013,1,19,7,21,35 ,19 ,40,25,2013/1/19
453,14739,16659,17,2013,1,19,7,22,35 ,19 ,38,26,2013/1/19
454,13748,16659,17,2013,1,19,7,23,35 ,19 ,38,28,2013/1/19
455,12720,16659,17,2013,1,19,7,24,35 ,19 ,39,29,2013/1/19
456,11903,16619,18,2013,1,20,1,1,40 ,23 ,39,29,2013/1/20
457,11351,16619,18,2013,1,20,1,2,40 ,23 ,40,29,2013/1/20
458,11057,16619,18,2013,1,20,1,3,40 ,23 ,40,29,2013/1/20
459,10918,16619,18,2013,1,20,1,4,40 ,23 ,40,29,2013/1/20
460,10981,16619,18,2013,1,20,1,5,40 ,23 ,39,30,2013/1/20
461,11252,16619,18,2013,1,20,1,6,40 ,23 ,39,29,2013/1/20
462,11852,16619,18,2013,1,20,1,7,40 ,23 ,39,29,2013/1/20
463,12439,16619,18,2013,1,20,1,8,40 ,23 ,38,29,2013/1/20
464,13263,16619,18,2013,1,20,1,9,40 ,23 ,39,29,2013/1/20
465,13856,16619,18,2013,1,20,1,10,40 ,23 ,41,29,2013/1/20
466,14134,16619,18,2013,1,20,1,11,40 ,23 ,45,28,2013/1/20
467,14258,16619,18,2013,1,20,1,12,40 ,23 ,48,27,2013/1/20
468,14332,16619,18,2013,1,20,1,13,40 ,23 ,50,26,2013/1/20
469,14303,16619,18,2013,1,20,1,14,40 ,23 ,49,26,2013/1/20
470,14209,16619,18,2013,1,20,1,15,40 ,23 ,47,26,2013/1/20
471,14269,16619,18,2013,1,20,1,16,40 ,23 ,46,24,2013/1/20
472,15050,16619,18,2013,1,20,1,17,40 ,23 ,45,17,2013/1/20
473,16566,16619,18,2013,1,20,1,18,40 ,23 ,41,15,2013/1/20
474,16619,16619,18,2013,1,20,1,19,40 ,23 ,37,14,2013/1/20
475,16005,16619,18,2013,1,20,1,20,40 ,23 ,34,13,2013/1/20
476,15593,16619,18,2013,1,20,1,21,40 ,23 ,32,11,2013/1/20
477,14901,16619,18,2013,1,20,1,22,40 ,23 ,30,10,2013/1/20
478,14031,16619,18,2013,1,20,1,23,40 ,23 ,29,8,2013/1/20
479,13008,16619,18,2013,1,20,1,24,40 ,23 ,28,7,2013/1/20
480,12363,19296,17,2013,1,21,2,1,23 ,9 ,27,6,2013/1/21
481,12006,19296,17,2013,1,21,2,2,23 ,9 ,25,8,2013/1/21
482,11883,19296,17,2013,1,21,2,3,23 ,9 ,24,6,2013/1/21
483,11935,19296,17,2013,1,21,2,4,23 ,9 ,23,6,2013/1/21
484,12326,19296,17,2013,1,21,2,5,23 ,9 ,21,5,2013/1/21
485,13264,19296,17,2013,1,21,2,6,23 ,9 ,20,3,2013/1/21
486,14628,19296,17,2013,1,21,2,7,23 ,9 ,20,4,2013/1/21
487,15756,19296,17,2013,1,21,2,8,23 ,9 ,19,5,2013/1/21
488,16522,19296,17,2013,1,21,2,9,23 ,9 ,20,5,2013/1/21
489,17074,19296,17,2013,1,21,2,10,23 ,9 ,21,5,2013/1/21
490,17430,19296,17,2013,1,21,2,11,23 ,9 ,22,4,2013/1/21
491,17393,19296,17,2013,1,21,2,12,23 ,9 ,24,4,2013/1/21
492,17221,19296,17,2013,1,21,2,13,23 ,9 ,25,5,2013/1/21
493,17245,19296,17,2013,1,21,2,14,23 ,9 ,26,5,2013/1/21
494,17196,19296,17,2013,1,21,2,15,23 ,9 ,26,6,2013/1/21
495,17301,19296,17,2013,1,21,2,16,23 ,9 ,26,6,2013/1/21
496,18175,19296,17,2013,1,21,2,17,23 ,9 ,26,9,2013/1/21
497,19296,19296,17,2013,1,21,2,18,23 ,9 ,24,13,2013/1/21
498,19109,19296,17,2013,1,21,2,19,23 ,9 ,24,15,2013/1/21
499,18563,19296,17,2013,1,21,2,20,23 ,9 ,23,16,2013/1/21
500,17830,19296,17,2013,1,21,2,21,23 ,9 ,23,18,2013/1/21
501,16550,19296,17,2013,1,21,2,22,23 ,9 ,22,18,2013/1/21
502,15152,19296,17,2013,1,21,2,23,23 ,9 ,21,18,2013/1/21
503,13858,19296,17,2013,1,21,2,24,23 ,9 ,21,18,2013/1/21
504,13097,19799,18,2013,1,22,3,1,18 ,4 ,21,17,2013/1/22
505,12698,19799,18,2013,1,22,3,2,18 ,4 ,20,16,2013/1/22
506,12544,19799,18,2013,1,22,3,3,18 ,4 ,21,17,2013/1/22
507,12581,19799,18,2013,1,22,3,4,18 ,4 ,20,15,2013/1/22
508,12987,19799,18,2013,1,22,3,5,18 ,4 ,20,13,2013/1/22
509,14201,19799,18,2013,1,22,3,6,18 ,4 ,19,11,2013/1/22
510,16296,19799,18,2013,1,22,3,7,18 ,4 ,18,11,2013/1/22
511,17395,19799,18,2013,1,22,3,8,18 ,4 ,18,9,2013/1/22
512,17562,19799,18,2013,1,22,3,9,18 ,4 ,17,6,2013/1/22
513,17602,19799,18,2013,1,22,3,10,18 ,4 ,18,4,2013/1/22
514,17661,19799,18,2013,1,22,3,11,18 ,4 ,19,3,2013/1/22
515,17624,19799,18,2013,1,22,3,12,18 ,4 ,20,1,2013/1/22
516,17492,19799,18,2013,1,22,3,13,18 ,4 ,20,0,2013/1/22
517,17407,19799,18,2013,1,22,3,14,18 ,4 ,20,-1,2013/1/22
518,17314,19799,18,2013,1,22,3,15,18 ,4 ,20,-2,2013/1/22
519,17395,19799,18,2013,1,22,3,16,18 ,4 ,21,-2,2013/1/22
520,18072,19799,18,2013,1,22,3,17,18 ,4 ,20,-3,2013/1/22
521,19626,19799,18,2013,1,22,3,18,18 ,4 ,17,-3,2013/1/22
522,19799,19799,18,2013,1,22,3,19,18 ,4 ,17,-3,2013/1/22
523,19518,19799,18,2013,1,22,3,20,18 ,4 ,15,-2,2013/1/22
524,18858,19799,18,2013,1,22,3,21,18 ,4 ,14,-5,2013/1/22
525,17868,19799,18,2013,1,22,3,22,18 ,4 ,13,-5,2013/1/22
526,16329,19799,18,2013,1,22,3,23,18 ,4 ,12,-4,2013/1/22
527,15083,19799,18,2013,1,22,3,24,18 ,4 ,11,-6,2013/1/22
528,14300,20733,18,2013,1,23,4,1,9 ,-9 ,10,-5,2013/1/23
529,13932,20733,18,2013,1,23,4,2,9 ,-9 ,9,-5,2013/1/23
530,13811,20733,18,2013,1,23,4,3,9 ,-9 ,8,-6,2013/1/23
531,13879,20733,18,2013,1,23,4,4,9 ,-9 ,8,-6,2013/1/23
532,14276,20733,18,2013,1,23,4,5,9 ,-9 ,7,-6,2013/1/23
533,15376,20733,18,2013,1,23,4,6,9 ,-9 ,7,-7,2013/1/23
534,17551,20733,18,2013,1,23,4,7,9 ,-9 ,6,-7,2013/1/23
535,18747,20733,18,2013,1,23,4,8,9 ,-9 ,5,-8,2013/1/23
536,18793,20733,18,2013,1,23,4,9,9 ,-9 ,6,-7,2013/1/23
537,18622,20733,18,2013,1,23,4,10,9 ,-9 ,8,-8,2013/1/23
538,18709,20733,18,2013,1,23,4,11,9 ,-9 ,9,-9,2013/1/23
539,18745,20733,18,2013,1,23,4,12,9 ,-9 ,10,-9,2013/1/23
540,18553,20733,18,2013,1,23,4,13,9 ,-9 ,12,-10,2013/1/23
541,18409,20733,18,2013,1,23,4,14,9 ,-9 ,13,-11,2013/1/23
542,18224,20733,18,2013,1,23,4,15,9 ,-9 ,13,-10,2013/1/23
543,18323,20733,18,2013,1,23,4,16,9 ,-9 ,14,-10,2013/1/23
544,19019,20733,18,2013,1,23,4,17,9 ,-9 ,12,-12,2013/1/23
545,20596,20733,18,2013,1,23,4,18,9 ,-9 ,11,-12,2013/1/23
546,20733,20733,18,2013,1,23,4,19,9 ,-9 ,10,-11,2013/1/23
547,20481,20733,18,2013,1,23,4,20,9 ,-9 ,9,-11,2013/1/23
548,19709,20733,18,2013,1,23,4,21,9 ,-9 ,8,-12,2013/1/23
549,18580,20733,18,2013,1,23,4,22,9 ,-9 ,7,-11,2013/1/23
550,17254,20733,18,2013,1,23,4,23,9 ,-9 ,6,-11,2013/1/23
551,15849,20733,18,2013,1,23,4,24,9 ,-9 ,5,-11,2013/1/23
552,14998,20887,18,2013,1,24,5,1,9 ,-10 ,4,-11,2013/1/24
553,14651,20887,18,2013,1,24,5,2,9 ,-10 ,3,-11,2013/1/24
554,14513,20887,18,2013,1,24,5,3,9 ,-10 ,3,-11,2013/1/24
555,14526,20887,18,2013,1,24,5,4,9 ,-10 ,3,-11,2013/1/24
556,14904,20887,18,2013,1,24,5,5,9 ,-10 ,1,-10,2013/1/24
557,16010,20887,18,2013,1,24,5,6,9 ,-10 ,1,-11,2013/1/24
558,18284,20887,18,2013,1,24,5,7,9 ,-10 ,1,-11,2013/1/24
559,19321,20887,18,2013,1,24,5,8,9 ,-10 ,1,-11,2013/1/24
560,19448,20887,18,2013,1,24,5,9,9 ,-10 ,2,-11,2013/1/24
561,19216,20887,18,2013,1,24,5,10,9 ,-10 ,5,-11,2013/1/24
562,19210,20887,18,2013,1,24,5,11,9 ,-10 ,8,-10,2013/1/24
563,19019,20887,18,2013,1,24,5,12,9 ,-10 ,12,-10,2013/1/24
564,18747,20887,18,2013,1,24,5,13,9 ,-10 ,14,-10,2013/1/24
565,18602,20887,18,2013,1,24,5,14,9 ,-10 ,17,-10,2013/1/24
566,18318,20887,18,2013,1,24,5,15,9 ,-10 ,18,-11,2013/1/24
567,18495,20887,18,2013,1,24,5,16,9 ,-10 ,18,-10,2013/1/24
568,19101,20887,18,2013,1,24,5,17,9 ,-10 ,17,-11,2013/1/24
569,20549,20887,18,2013,1,24,5,18,9 ,-10 ,15,-11,2013/1/24
570,20887,20887,18,2013,1,24,5,19,9 ,-10 ,15,-11,2013/1/24
571,20348,20887,18,2013,1,24,5,20,9 ,-10 ,14,-11,2013/1/24
572,19843,20887,18,2013,1,24,5,21,9 ,-10 ,13,-9,2013/1/24
573,18677,20887,18,2013,1,24,5,22,9 ,-10 ,12,-8,2013/1/24
574,17210,20887,18,2013,1,24,5,23,9 ,-10 ,11,-8,2013/1/24
575,15883,20887,18,2013,1,24,5,24,9 ,-10 ,11,-9,2013/1/24
576,15057,19551,17,2013,1,25,6,1,14 ,-6 ,10,-9,2013/1/25
577,14630,19551,17,2013,1,25,6,2,14 ,-6 ,10,-8,2013/1/25
578,14447,19551,17,2013,1,25,6,3,14 ,-6 ,9,-9,2013/1/25
579,14465,19551,17,2013,1,25,6,4,14 ,-6 ,8,-9,2013/1/25
580,14813,19551,17,2013,1,25,6,5,14 ,-6 ,8,-8,2013/1/25
581,15870,19551,17,2013,1,25,6,6,14 ,-6 ,8,-8,2013/1/25
582,17874,19551,17,2013,1,25,6,7,14 ,-6 ,7,-8,2013/1/25
583,18882,19551,17,2013,1,25,6,8,14 ,-6 ,7,-8,2013/1/25
584,19028,19551,17,2013,1,25,6,9,14 ,-6 ,8,-8,2013/1/25
585,18986,19551,17,2013,1,25,6,10,14 ,-6 ,11,-8,2013/1/25
586,18885,19551,17,2013,1,25,6,11,14 ,-6 ,13,-8,2013/1/25
587,18592,19551,17,2013,1,25,6,12,14 ,-6 ,16,-8,2013/1/25
588,18312,19551,17,2013,1,25,6,13,14 ,-6 ,18,-8,2013/1/25
589,18122,19551,17,2013,1,25,6,14,14 ,-6 ,19,-8,2013/1/25
590,17774,19551,17,2013,1,25,6,15,14 ,-6 ,20,-8,2013/1/25
591,17734,19551,17,2013,1,25,6,16,14 ,-6 ,21,-8,2013/1/25
592,18391,19551,17,2013,1,25,6,17,14 ,-6 ,20,-6,2013/1/25
593,19551,19551,17,2013,1,25,6,18,14 ,-6 ,20,-6,2013/1/25
594,19448,19551,17,2013,1,25,6,19,14 ,-6 ,20,-5,2013/1/25
595,18976,19551,17,2013,1,25,6,20,14 ,-6 ,19,-4,2013/1/25
596,18288,19551,17,2013,1,25,6,21,14 ,-6 ,19,-3,2013/1/25
597,17350,19551,17,2013,1,25,6,22,14 ,-6 ,18,2,2013/1/25
598,16153,19551,17,2013,1,25,6,23,14 ,-6 ,17,5,2013/1/25
599,14949,19551,17,2013,1,25,6,24,14 ,-6 ,16,9,2013/1/25
600,14139,18656,18,2013,1,26,7,1,16 ,2 ,15,10,2013/1/26
601,13680,18656,18,2013,1,26,7,2,16 ,2 ,14,9,2013/1/26
602,13487,18656,18,2013,1,26,7,3,16 ,2 ,14,8,2013/1/26
603,13439,18656,18,2013,1,26,7,4,16 ,2 ,12,6,2013/1/26
604,13626,18656,18,2013,1,26,7,5,16 ,2 ,11,6,2013/1/26
605,14115,18656,18,2013,1,26,7,6,16 ,2 ,11,5,2013/1/26
606,14924,18656,18,2013,1,26,7,7,16 ,2 ,10,4,2013/1/26
607,15732,18656,18,2013,1,26,7,8,16 ,2 ,10,3,2013/1/26
608,16620,18656,18,2013,1,26,7,9,16 ,2 ,11,3,2013/1/26
609,17136,18656,18,2013,1,26,7,10,16 ,2 ,13,3,2013/1/26
610,17262,18656,18,2013,1,26,7,11,16 ,2 ,16,3,2013/1/26
611,17114,18656,18,2013,1,26,7,12,16 ,2 ,18,3,2013/1/26
612,16829,18656,18,2013,1,26,7,13,16 ,2 ,20,3,2013/1/26
613,16465,18656,18,2013,1,26,7,14,16 ,2 ,22,2,2013/1/26
614,16261,18656,18,2013,1,26,7,15,16 ,2 ,22,-1,2013/1/26
615,16328,18656,18,2013,1,26,7,16,16 ,2 ,22,-2,2013/1/26
616,17077,18656,18,2013,1,26,7,17,16 ,2 ,21,-2,2013/1/26
617,18562,18656,18,2013,1,26,7,18,16 ,2 ,19,-3,2013/1/26
618,18656,18656,18,2013,1,26,7,19,16 ,2 ,19,-4,2013/1/26
619,18230,18656,18,2013,1,26,7,20,16 ,2 ,18,-3,2013/1/26
620,17756,18656,18,2013,1,26,7,21,16 ,2 ,17,-3,2013/1/26
621,17015,18656,18,2013,1,26,7,22,16 ,2 ,16,-2,2013/1/26
622,16024,18656,18,2013,1,26,7,23,16 ,2 ,15,-2,2013/1/26
623,15015,18656,18,2013,1,26,7,24,16 ,2 ,14,-2,2013/1/26
624,14266,18782,18,2013,1,27,1,1,19 ,-1 ,14,-1,2013/1/27
625,13810,18782,18,2013,1,27,1,2,19 ,-1 ,13,0,2013/1/27
626,13586,18782,18,2013,1,27,1,3,19 ,-1 ,13,0,2013/1/27
627,13505,18782,18,2013,1,27,1,4,19 ,-1 ,12,0,2013/1/27
628,13565,18782,18,2013,1,27,1,5,19 ,-1 ,11,0,2013/1/27
629,13852,18782,18,2013,1,27,1,6,19 ,-1 ,11,0,2013/1/27
630,14471,18782,18,2013,1,27,1,7,19 ,-1 ,11,1,2013/1/27
631,15086,18782,18,2013,1,27,1,8,19 ,-1 ,10,0,2013/1/27
632,15901,18782,18,2013,1,27,1,9,19 ,-1 ,13,1,2013/1/27
633,16403,18782,18,2013,1,27,1,10,19 ,-1 ,16,1,2013/1/27
634,16591,18782,18,2013,1,27,1,11,19 ,-1 ,19,0,2013/1/27
635,16590,18782,18,2013,1,27,1,12,19 ,-1 ,22,0,2013/1/27
636,16440,18782,18,2013,1,27,1,13,19 ,-1 ,25,-1,2013/1/27
637,16126,18782,18,2013,1,27,1,14,19 ,-1 ,27,-1,2013/1/27
638,15914,18782,18,2013,1,27,1,15,19 ,-1 ,29,-2,2013/1/27
639,15998,18782,18,2013,1,27,1,16,19 ,-1 ,29,-2,2013/1/27
640,16833,18782,18,2013,1,27,1,17,19 ,-1 ,29,-3,2013/1/27
641,18508,18782,18,2013,1,27,1,18,19 ,-1 ,26,-3,2013/1/27
642,18782,18782,18,2013,1,27,1,19,19 ,-1 ,25,-3,2013/1/27
643,18369,18782,18,2013,1,27,1,20,19 ,-1 ,23,-3,2013/1/27
644,17729,18782,18,2013,1,27,1,21,19 ,-1 ,21,-3,2013/1/27
645,16628,18782,18,2013,1,27,1,22,19 ,-1 ,21,-2,2013/1/27
646,15370,18782,18,2013,1,27,1,23,19 ,-1 ,19,-2,2013/1/27
647,14236,18782,18,2013,1,27,1,24,19 ,-1 ,19,-1,2013/1/27
648,13543,19764,17,2013,1,28,2,1,23 ,12 ,17,0,2013/1/28
649,13222,19764,17,2013,1,28,2,2,23 ,12 ,17,1,2013/1/28
650,13089,19764,17,2013,1,28,2,3,23 ,12 ,18,1,2013/1/28
651,13124,19764,17,2013,1,28,2,4,23 ,12 ,17,2,2013/1/28
652,13486,19764,17,2013,1,28,2,5,23 ,12 ,18,2,2013/1/28
653,14627,19764,17,2013,1,28,2,6,23 ,12 ,18,2,2013/1/28
654,16716,19764,17,2013,1,28,2,7,23 ,12 ,18,3,2013/1/28
655,17792,19764,17,2013,1,28,2,8,23 ,12 ,18,5,2013/1/28
656,17931,19764,17,2013,1,28,2,9,23 ,12 ,20,5,2013/1/28
657,17954,19764,17,2013,1,28,2,10,23 ,12 ,22,5,2013/1/28
658,18070,19764,17,2013,1,28,2,11,23 ,12 ,25,4,2013/1/28
659,18070,19764,17,2013,1,28,2,12,23 ,12 ,26,5,2013/1/28
660,18027,19764,17,2013,1,28,2,13,23 ,12 ,26,9,2013/1/28
661,17974,19764,17,2013,1,28,2,14,23 ,12 ,27,14,2013/1/28
662,17835,19764,17,2013,1,28,2,15,23 ,12 ,27,17,2013/1/28
663,17996,19764,17,2013,1,28,2,16,23 ,12 ,27,21,2013/1/28
664,18739,19764,17,2013,1,28,2,17,23 ,12 ,26,23,2013/1/28
665,19764,19764,17,2013,1,28,2,18,23 ,12 ,26,24,2013/1/28
666,19417,19764,17,2013,1,28,2,19,23 ,12 ,27,24,2013/1/28
667,18737,19764,17,2013,1,28,2,20,23 ,12 ,27,24,2013/1/28
668,17827,19764,17,2013,1,28,2,21,23 ,12 ,27,25,2013/1/28
669,16591,19764,17,2013,1,28,2,22,23 ,12 ,27,25,2013/1/28
670,15129,19764,17,2013,1,28,2,23,23 ,12 ,27,25,2013/1/28
671,13826,19764,17,2013,1,28,2,24,23 ,12 ,27,25,2013/1/28
672,13031,18608,18,2013,1,29,3,1,30 ,26 ,27,25,2013/1/29
673,12591,18608,18,2013,1,29,3,2,30 ,26 ,27,25,2013/1/29
674,12411,18608,18,2013,1,29,3,3,30 ,26 ,26,24,2013/1/29
675,12374,18608,18,2013,1,29,3,4,30 ,26 ,26,24,2013/1/29
676,12692,18608,18,2013,1,29,3,5,30 ,26 ,26,24,2013/1/29
677,13817,18608,18,2013,1,29,3,6,30 ,26 ,26,23,2013/1/29
678,15846,18608,18,2013,1,29,3,7,30 ,26 ,26,23,2013/1/29
679,16908,18608,18,2013,1,29,3,8,30 ,26 ,26,23,2013/1/29
680,17049,18608,18,2013,1,29,3,9,30 ,26 ,26,23,2013/1/29
681,17120,18608,18,2013,1,29,3,10,30 ,26 ,27,23,2013/1/29
682,17124,18608,18,2013,1,29,3,11,30 ,26 ,28,24,2013/1/29
683,17071,18608,18,2013,1,29,3,12,30 ,26 ,30,25,2013/1/29
684,16953,18608,18,2013,1,29,3,13,30 ,26 ,31,27,2013/1/29
685,16812,18608,18,2013,1,29,3,14,30 ,26 ,33,27,2013/1/29
686,16621,18608,18,2013,1,29,3,15,30 ,26 ,33,27,2013/1/29
687,16722,18608,18,2013,1,29,3,16,30 ,26 ,33,28,2013/1/29
688,17374,18608,18,2013,1,29,3,17,30 ,26 ,33,28,2013/1/29
