SYSLoad,PkLoad,PkLoadPoint,Year,Month,Date,WeekDay,Hour,MeanDry,MeanDew,DryBulb,DewPnt,Date
13008,,,2013,1,20,1,24,,,28,7,2013/1/20
12363,,,2013,1,21,2,1,,,27,6,2013/1/21
12006,,,2013,1,21,2,2,,,25,8,2013/1/21
11883,,,2013,1,21,2,3,,,24,6,2013/1/21
11935,,,2013,1,21,2,4,,,23,6,2013/1/21
12326,,,2013,1,21,2,5,,,21,5,2013/1/21
13264,,,2013,1,21,2,6,,,20,3,2013/1/21
14628,,,2013,1,21,2,7,,,20,4,2013/1/21
15756,,,2013,1,21,2,8,,,19,5,2013/1/21
16522,,,2013,1,21,2,9,,,20,5,2013/1/21
17074,,,2013,1,21,2,10,,,21,5,2013/1/21
17430,,,2013,1,21,2,11,,,22,4,2013/1/21
17393,,,2013,1,21,2,12,,,24,4,2013/1/21
17221,,,2013,1,21,2,13,,,25,5,2013/1/21
17245,,,2013,1,21,2,14,,,26,5,2013/1/21
17196,,,2013,1,21,2,15,,,26,6,2013/1/21
17301,,,2013,1,21,2,16,,,26,6,2013/1/21
18175,,,2013,1,21,2,17,,,26,9,2013/1/21
19296,,,2013,1,21,2,18,,,24,13,2013/1/21
19109,,,2013,1,21,2,19,,,24,15,2013/1/21
18563,,,2013,1,21,2,20,,,23,16,2013/1/21
17830,,,2013,1,21,2,21,,,23,18,2013/1/21
16550,,,2013,1,21,2,22,,,22,18,2013/1/21
15152,,,2013,1,21,2,23,,,21,18,2013/1/21
13858,,,2013,1,21,2,24,,,21,18,2013/1/21
13097,,,2013,1,22,3,1,,,21,17,2013/1/22
12698,,,2013,1,22,3,2,,,20,16,2013/1/22
12544,,,2013,1,22,3,3,,,21,17,2013/1/22
12581,,,2013,1,22,3,4,,,20,15,2013/1/22
12987,,,2013,1,22,3,5,,,20,13,2013/1/22
14201,,,2013,1,22,3,6,,,19,11,2013/1/22
16296,,,2013,1,22,3,7,,,18,11,2013/1/22
17395,,,2013,1,22,3,8,,,18,9,2013/1/22
17562,,,2013,1,22,3,9,,,17,6,2013/1/22
17602,,,2013,1,22,3,10,,,18,4,2013/1/22
17661,,,2013,1,22,3,11,,,19,3,2013/1/22
17624,,,2013,1,22,3,12,,,20,1,2013/1/22
17492,,,2013,1,22,3,13,,,20,0,2013/1/22
17407,,,2013,1,22,3,14,,,20,-1,2013/1/22
17314,,,2013,1,22,3,15,,,20,-2,2013/1/22
17395,,,2013,1,22,3,16,,,21,-2,2013/1/22
18072,,,2013,1,22,3,17,,,20,-3,2013/1/22
19626,,,2013,1,22,3,18,,,17,-3,2013/1/22
19799,,,2013,1,22,3,19,,,17,-3,2013/1/22
19518,,,2013,1,22,3,20,,,15,-2,2013/1/22
18858,,,2013,1,22,3,21,,,14,-5,2013/1/22
17868,,,2013,1,22,3,22,,,13,-5,2013/1/22
16329,,,2013,1,22,3,23,,,12,-4,2013/1/22
15083,,,2013,1,22,3,24,,,11,-6,2013/1/22
14300,,,2013,1,23,4,1,,,10,-5,2013/1/23
13932,,,2013,1,23,4,2,,,9,-5,2013/1/23
13811,,,2013,1,23,4,3,,,8,-6,2013/1/23
13879,,,2013,1,23,4,4,,,8,-6,2013/1/23
14276,,,2013,1,23,4,5,,,7,-6,2013/1/23
15376,,,2013,1,23,4,6,,,7,-7,2013/1/23
17551,,,2013,1,23,4,7,,,6,-7,2013/1/23
18747,,,2013,1,23,4,8,,,5,-8,2013/1/23
18793,,,2013,1,23,4,9,,,6,-7,2013/1/23
18622,,,2013,1,23,4,10,,,8,-8,2013/1/23
18709,,,2013,1,23,4,11,,,9,-9,2013/1/23
18745,,,2013,1,23,4,12,,,10,-9,2013/1/23
18553,,,2013,1,23,4,13,,,12,-10,2013/1/23
18409,,,2013,1,23,4,14,,,13,-11,2013/1/23
18224,,,2013,1,23,4,15,,,13,-10,2013/1/23
18323,,,2013,1,23,4,16,,,14,-10,2013/1/23
19019,,,2013,1,23,4,17,,,12,-12,2013/1/23
20596,,,2013,1,23,4,18,,,11,-12,2013/1/23
20733,,,2013,1,23,4,19,,,10,-11,2013/1/23
20481,,,2013,1,23,4,20,,,9,-11,2013/1/23
19709,,,2013,1,23,4,21,,,8,-12,2013/1/23
18580,,,2013,1,23,4,22,,,7,-11,2013/1/23
17254,,,2013,1,23,4,23,,,6,-11,2013/1/23
15849,,,2013,1,23,4,24,,,5,-11,2013/1/23
14998,,,2013,1,24,5,1,,,4,-11,2013/1/24
14651,,,2013,1,24,5,2,,,3,-11,2013/1/24
14513,,,2013,1,24,5,3,,,3,-11,2013/1/24
14526,,,2013,1,24,5,4,,,3,-11,2013/1/24
14904,,,2013,1,24,5,5,,,1,-10,2013/1/24
16010,,,2013,1,24,5,6,,,1,-11,2013/1/24
18284,,,2013,1,24,5,7,,,1,-11,2013/1/24
19321,,,2013,1,24,5,8,,,1,-11,2013/1/24
19448,,,2013,1,24,5,9,,,2,-11,2013/1/24
19216,,,2013,1,24,5,10,,,5,-11,2013/1/24
19210,,,2013,1,24,5,11,,,8,-10,2013/1/24
19019,,,2013,1,24,5,12,,,12,-10,2013/1/24
18747,,,2013,1,24,5,13,,,14,-10,2013/1/24
18602,,,2013,1,24,5,14,,,17,-10,2013/1/24
18318,,,2013,1,24,5,15,,,18,-11,2013/1/24
18495,,,2013,1,24,5,16,,,18,-10,2013/1/24
19101,,,2013,1,24,5,17,,,17,-11,2013/1/24
20549,,,2013,1,24,5,18,,,15,-11,2013/1/24
20887,,,2013,1,24,5,19,,,15,-11,2013/1/24
20348,,,2013,1,24,5,20,,,14,-11,2013/1/24
19843,,,2013,1,24,5,21,,,13,-9,2013/1/24
18677,,,2013,1,24,5,22,,,12,-8,2013/1/24
17210,,,2013,1,24,5,23,,,11,-8,2013/1/24
15883,,,2013,1,24,5,24,,,11,-9,2013/1/24
15057,,,2013,1,25,6,1,,,10,-9,2013/1/25
14630,,,2013,1,25,6,2,,,10,-8,2013/1/25
14447,,,2013,1,25,6,3,,,9,-9,2013/1/25
14465,,,2013,1,25,6,4,,,8,-9,2013/1/25
14813,,,2013,1,25,6,5,,,8,-8,2013/1/25
15870,,,2013,1,25,6,6,,,8,-8,2013/1/25
17874,,,2013,1,25,6,7,,,7,-8,2013/1/25
18882,,,2013,1,25,6,8,,,7,-8,2013/1/25
19028,,,2013,1,25,6,9,,,8,-8,2013/1/25
18986,,,2013,1,25,6,10,,,11,-8,2013/1/25
18885,,,2013,1,25,6,11,,,13,-8,2013/1/25
18592,,,2013,1,25,6,12,,,16,-8,2013/1/25
18312,,,2013,1,25,6,13,,,18,-8,2013/1/25
18122,,,2013,1,25,6,14,,,19,-8,2013/1/25
17774,,,2013,1,25,6,15,,,20,-8,2013/1/25
17734,,,2013,1,25,6,16,,,21,-8,2013/1/25
18391,,,2013,1,25,6,17,,,20,-6,2013/1/25
19551,,,2013,1,25,6,18,,,20,-6,2013/1/25
19448,,,2013,1,25,6,19,,,20,-5,2013/1/25
18976,,,2013,1,25,6,20,,,19,-4,2013/1/25
18288,,,2013,1,25,6,21,,,19,-3,2013/1/25
17350,,,2013,1,25,6,22,,,18,2,2013/1/25
16153,,,2013,1,25,6,23,,,17,5,2013/1/25
14949,,,2013,1,25,6,24,,,16,9,2013/1/25
14139,,,2013,1,26,7,1,,,15,10,2013/1/26
13680,,,2013,1,26,7,2,,,14,9,2013/1/26
13487,,,2013,1,26,7,3,,,14,8,2013/1/26
13439,,,2013,1,26,7,4,,,12,6,2013/1/26
13626,,,2013,1,26,7,5,,,11,6,2013/1/26
14115,,,2013,1,26,7,6,,,11,5,2013/1/26
14924,,,2013,1,26,7,7,,,10,4,2013/1/26
15732,,,2013,1,26,7,8,,,10,3,2013/1/26
16620,,,2013,1,26,7,9,,,11,3,2013/1/26
17136,,,2013,1,26,7,10,,,13,3,2013/1/26
17262,,,2013,1,26,7,11,,,16,3,2013/1/26
17114,,,2013,1,26,7,12,,,18,3,2013/1/26
16829,,,2013,1,26,7,13,,,20,3,2013/1/26
16465,,,2013,1,26,7,14,,,22,2,2013/1/26
16261,,,2013,1,26,7,15,,,22,-1,2013/1/26
16328,,,2013,1,26,7,16,,,22,-2,2013/1/26
17077,,,2013,1,26,7,17,,,21,-2,2013/1/26
18562,,,2013,1,26,7,18,,,19,-3,2013/1/26
18656,,,2013,1,26,7,19,,,19,-4,2013/1/26
18230,,,2013,1,26,7,20,,,18,-3,2013/1/26
17756,,,2013,1,26,7,21,,,17,-3,2013/1/26
17015,,,2013,1,26,7,22,,,16,-2,2013/1/26
16024,,,2013,1,26,7,23,,,15,-2,2013/1/26
15015,,,2013,1,26,7,24,,,14,-2,2013/1/26
14266,,,2013,1,27,1,1,,,14,-1,2013/1/27
13810,,,2013,1,27,1,2,,,13,0,2013/1/27
13586,,,2013,1,27,1,3,,,13,0,2013/1/27
13505,,,2013,1,27,1,4,,,12,0,2013/1/27
13565,,,2013,1,27,1,5,,,11,0,2013/1/27
13852,,,2013,1,27,1,6,,,11,0,2013/1/27
14471,,,2013,1,27,1,7,,,11,1,2013/1/27
15086,,,2013,1,27,1,8,,,10,0,2013/1/27
15901,,,2013,1,27,1,9,,,13,1,2013/1/27
16403,,,2013,1,27,1,10,,,16,1,2013/1/27
16591,,,2013,1,27,1,11,,,19,0,2013/1/27
16590,,,2013,1,27,1,12,,,22,0,2013/1/27
16440,,,2013,1,27,1,13,,,25,-1,2013/1/27
16126,,,2013,1,27,1,14,,,27,-1,2013/1/27
15914,,,2013,1,27,1,15,,,29,-2,2013/1/27
15998,,,2013,1,27,1,16,,,29,-2,2013/1/27
16833,,,2013,1,27,1,17,,,29,-3,2013/1/27
18508,,,2013,1,27,1,18,,,26,-3,2013/1/27
18782,,,2013,1,27,1,19,,,25,-3,2013/1/27
18369,,,2013,1,27,1,20,,,23,-3,2013/1/27
17729,,,2013,1,27,1,21,,,21,-3,2013/1/27
16628,,,2013,1,27,1,22,,,21,-2,2013/1/27
15370,,,2013,1,27,1,23,,,19,-2,2013/1/27
14236,,,2013,1,27,1,24,,,19,-1,2013/1/27
13543,,,2013,1,28,2,1,,,17,0,2013/1/28
13222,,,2013,1,28,2,2,,,17,1,2013/1/28
13089,,,2013,1,28,2,3,,,18,1,2013/1/28
13124,,,2013,1,28,2,4,,,17,2,2013/1/28
13486,,,2013,1,28,2,5,,,18,2,2013/1/28
14627,,,2013,1,28,2,6,,,18,2,2013/1/28
16716,,,2013,1,28,2,7,,,18,3,2013/1/28
17792,,,2013,1,28,2,8,,,18,5,2013/1/28
17931,,,2013,1,28,2,9,,,20,5,2013/1/28
17954,,,2013,1,28,2,10,,,22,5,2013/1/28
18070,,,2013,1,28,2,11,,,25,4,2013/1/28
18070,,,2013,1,28,2,12,,,26,5,2013/1/28
18027,,,2013,1,28,2,13,,,26,9,2013/1/28
17974,,,2013,1,28,2,14,,,27,14,2013/1/28
17835,,,2013,1,28,2,15,,,27,17,2013/1/28
17996,,,2013,1,28,2,16,,,27,21,2013/1/28
18739,,,2013,1,28,2,17,,,26,23,2013/1/28
19764,,,2013,1,28,2,18,,,26,24,2013/1/28
19417,,,2013,1,28,2,19,,,27,24,2013/1/28
18737,,,2013,1,28,2,20,,,27,24,2013/1/28
17827,,,2013,1,28,2,21,,,27,25,2013/1/28
16591,,,2013,1,28,2,22,,,27,25,2013/1/28
15129,,,2013,1,28,2,23,,,27,25,2013/1/28
13826,,,2013,1,28,2,24,,,27,25,2013/1/28
13031,,,2013,1,29,3,1,,,27,25,2013/1/29
12591,,,2013,1,29,3,2,,,27,25,2013/1/29
12411,,,2013,1,29,3,3,,,26,24,2013/1/29
12374,,,2013,1,29,3,4,,,26,24,2013/1/29
12692,,,2013,1,29,3,5,,,26,24,2013/1/29
13817,,,2013,1,29,3,6,,,26,23,2013/1/29
15846,,,2013,1,29,3,7,,,26,23,2013/1/29
16908,,,2013,1,29,3,8,,,26,23,2013/1/29
17049,,,2013,1,29,3,9,,,26,23,2013/1/29
17120,,,2013,1,29,3,10,,,27,23,2013/1/29
17124,,,2013,1,29,3,11,,,28,24,2013/1/29
17071,,,2013,1,29,3,12,,,30,25,2013/1/29
16953,,,2013,1,29,3,13,,,31,27,2013/1/29
16812,,,2013,1,29,3,14,,,33,27,2013/1/29
16621,,,2013,1,29,3,15,,,33,27,2013/1/29
16722,,,2013,1,29,3,16,,,33,28,2013/1/29
17374,,,2013,1,29,3,17,,,33,28,2013/1/29
18574,,,2013,1,29,3,18,,,33,29,2013/1/29
18608,,,2013,1,29,3,19,,,33,30,2013/1/29
18118,,,2013,1,29,3,20,,,33,30,2013/1/29
17321,,,2013,1,29,3,21,,,33,30,2013/1/29
16133,,,2013,1,29,3,22,,,33,31,2013/1/29
14606,,,2013,1,29,3,23,,,33,31,2013/1/29
13256,,,2013,1,29,3,24,,,33,31,2013/1/29
12449,,,2013,1,30,4,1,,,33,32,2013/1/30
12016,,,2013,1,30,4,2,,,34,32,2013/1/30
11753,,,2013,1,30,4,3,,,34,32,2013/1/30
11715,,,2013,1,30,4,4,,,34,33,2013/1/30
11997,,,2013,1,30,4,5,,,34,33,2013/1/30
13048,,,2013,1,30,4,6,,,35,34,2013/1/30
14999,,,2013,1,30,4,7,,,36,35,2013/1/30
16169,,,2013,1,30,4,8,,,36,35,2013/1/30
16394,,,2013,1,30,4,9,,,38,37,2013/1/30
16476,,,2013,1,30,4,10,,,41,41,2013/1/30
16531,,,2013,1,30,4,11,,,44,42,2013/1/30
16463,,,2013,1,30,4,12,,,46,45,2013/1/30
16290,,,2013,1,30,4,13,,,49,48,2013/1/30
16190,,,2013,1,30,4,14,,,50,49,2013/1/30
16056,,,2013,1,30,4,15,,,51,50,2013/1/30
16039,,,2013,1,30,4,16,,,53,51,2013/1/30
16644,,,2013,1,30,4,17,,,53,51,2013/1/30
17666,,,2013,1,30,4,18,,,53,51,2013/1/30
17525,,,2013,1,30,4,19,,,53,51,2013/1/30
16971,,,2013,1,30,4,20,,,54,51,2013/1/30
16205,,,2013,1,30,4,21,,,55,52,2013/1/30
15031,,,2013,1,30,4,22,,,55,53,2013/1/30
13388,,,2013,1,30,4,23,,,54,52,2013/1/30
12324,,,2013,1,30,4,24,,,54,52,2013/1/30
11432,,,2013,1,31,5,1,,,55,53,2013/1/31
10930,,,2013,1,31,5,2,,,56,54,2013/1/31
10676,,,2013,1,31,5,3,,,56,54,2013/1/31
10583,,,2013,1,31,5,4,,,57,55,2013/1/31
10922,,,2013,1,31,5,5,,,58,55,2013/1/31
11845,,,2013,1,31,5,6,,,58,55,2013/1/31
13656,,,2013,1,31,5,7,,,57,55,2013/1/31
14823,,,2013,1,31,5,8,,,56,54,2013/1/31
15016,,,2013,1,31,5,9,,,55,51,2013/1/31
15177,,,2013,1,31,5,10,,,52,46,2013/1/31
15282,,,2013,1,31,5,11,,,47,40,2013/1/31
15330,,,2013,1,31,5,12,,,45,36,2013/1/31
15126,,,2013,1,31,5,13,,,45,29,2013/1/31
15181,,,2013,1,31,5,14,,,44,25,2013/1/31
14993,,,2013,1,31,5,15,,,44,20,2013/1/31
15197,,,2013,1,31,5,16,,,43,19,2013/1/31
15875,,,2013,1,31,5,17,,,41,16,2013/1/31
17320,,,2013,1,31,5,18,,,39,15,2013/1/31
17699,,,2013,1,31,5,19,,,37,14,2013/1/31
17430,,,2013,1,31,5,20,,,36,13,2013/1/31
16891,,,2013,1,31,5,21,,,34,13,2013/1/31
15870,,,2013,1,31,5,22,,,32,13,2013/1/31
14439,,,2013,1,31,5,23,,,32,12,2013/1/31
13278,,,2013,1,31,5,24,,,30,10,2013/1/31
12444,,,2013,2,1,6,1,,,30,12,2013/2/1
12029,,,2013,2,1,6,2,,,29,12,2013/2/1
11918,,,2013,2,1,6,3,,,28,11,2013/2/1
11983,,,2013,2,1,6,4,,,27,9,2013/2/1
12351,,,2013,2,1,6,5,,,27,7,2013/2/1
13569,,,2013,2,1,6,6,,,26,9,2013/2/1
15561,,,2013,2,1,6,7,,,25,9,2013/2/1
16640,,,2013,2,1,6,8,,,26,10,2013/2/1
16783,,,2013,2,1,6,9,,,26,10,2013/2/1
16861,,,2013,2,1,6,10,,,27,11,2013/2/1
16909,,,2013,2,1,6,11,,,28,9,2013/2/1
16809,,,2013,2,1,6,12,,,29,7,2013/2/1
16586,,,2013,2,1,6,13,,,29,5,2013/2/1
16586,,,2013,2,1,6,14,,,30,5,2013/2/1
16566,,,2013,2,1,6,15,,,29,5,2013/2/1
16611,,,2013,2,1,6,16,,,29,4,2013/2/1
17119,,,2013,2,1,6,17,,,28,4,2013/2/1
18357,,,2013,2,1,6,18,,,26,4,2013/2/1
18458,,,2013,2,1,6,19,,,25,4,2013/2/1
18013,,,2013,2,1,6,20,,,24,3,2013/2/1
17462,,,2013,2,1,6,21,,,23,3,2013/2/1
16659,,,2013,2,1,6,22,,,22,4,2013/2/1
15528,,,2013,2,1,6,23,,,21,3,2013/2/1
14370,,,2013,2,1,6,24,,,21,4,2013/2/1
13559,,,2013,2,2,7,1,,,20,4,2013/2/2
13090,,,2013,2,2,7,2,,,20,5,2013/2/2
12844,,,2013,2,2,7,3,,,19,6,2013/2/2
12759,,,2013,2,2,7,4,,,19,5,2013/2/2
12900,,,2013,2,2,7,5,,,18,4,2013/2/2
13331,,,2013,2,2,7,6,,,17,4,2013/2/2
14118,,,2013,2,2,7,7,,,16,3,2013/2/2
14937,,,2013,2,2,7,8,,,16,3,2013/2/2
15764,,,2013,2,2,7,9,,,17,4,2013/2/2
16210,,,2013,2,2,7,10,,,20,4,2013/2/2
16307,,,2013,2,2,7,11,,,21,4,2013/2/2
16188,,,2013,2,2,7,12,,,24,4,2013/2/2
15908,,,2013,2,2,7,13,,,25,4,2013/2/2
15612,,,2013,2,2,7,14,,,27,4,2013/2/2
15512,,,2013,2,2,7,15,,,28,5,2013/2/2
15600,,,2013,2,2,7,16,,,28,5,2013/2/2
16284,,,2013,2,2,7,17,,,27,4,2013/2/2
17580,,,2013,2,2,7,18,,,27,4,2013/2/2
17672,,,2013,2,2,7,19,,,26,6,2013/2/2
17249,,,2013,2,2,7,20,,,26,7,2013/2/2
16692,,,2013,2,2,7,21,,,26,8,2013/2/2
15917,,,2013,2,2,7,22,,,25,10,2013/2/2
14850,,,2013,2,2,7,23,,,24,11,2013/2/2
13843,,,2013,2,2,7,24,,,24,12,2013/2/2
13045,,,2013,2,3,1,1,,,23,13,2013/2/3
12573,,,2013,2,3,1,2,,,22,14,2013/2/3
12309,,,2013,2,3,1,3,,,22,15,2013/2/3
12168,,,2013,2,3,1,4,,,22,16,2013/2/3
12232,,,2013,2,3,1,5,,,21,16,2013/2/3
12552,,,2013,2,3,1,6,,,20,16,2013/2/3
13149,,,2013,2,3,1,7,,,19,14,2013/2/3
13824,,,2013,2,3,1,8,,,19,15,2013/2/3
14780,,,2013,2,3,1,9,,,19,15,2013/2/3
15467,,,2013,2,3,1,10,,,22,16,2013/2/3
15812,,,2013,2,3,1,11,,,23,16,2013/2/3
15961,,,2013,2,3,1,12,,,25,16,2013/2/3
15970,,,2013,2,3,1,13,,,26,16,2013/2/3
15895,,,2013,2,3,1,14,,,27,15,2013/2/3
15816,,,2013,2,3,1,15,,,27,15,2013/2/3
15973,,,2013,2,3,1,16,,,28,15,2013/2/3
16684,,,2013,2,3,1,17,,,27,16,2013/2/3
17997,,,2013,2,3,1,18,,,26,15,2013/2/3
17906,,,2013,2,3,1,19,,,26,15,2013/2/3
17138,,,2013,2,3,1,20,,,25,16,2013/2/3
16556,,,2013,2,3,1,21,,,24,16,2013/2/3
15831,,,2013,2,3,1,22,,,24,16,2013/2/3
14828,,,2013,2,3,1,23,,,23,16,2013/2/3
13820,,,2013,2,3,1,24,,,23,15,2013/2/3
12876,,,2013,2,4,2,1,,,23,14,2013/2/4
12446,,,2013,2,4,2,2,,,22,13,2013/2/4
12351,,,2013,2,4,2,3,,,22,13,2013/2/4
12393,,,2013,2,4,2,4,,,22,13,2013/2/4
12792,,,2013,2,4,2,5,,,22,13,2013/2/4
14040,,,2013,2,4,2,6,,,21,12,2013/2/4
16036,,,2013,2,4,2,7,,,21,12,2013/2/4
17141,,,2013,2,4,2,8,,,20,11,2013/2/4
17234,,,2013,2,4,2,9,,,21,11,2013/2/4
17117,,,2013,2,4,2,10,,,23,11,2013/2/4
17414,,,2013,2,4,2,11,,,25,9,2013/2/4
17348,,,2013,2,4,2,12,,,26,7,2013/2/4
17228,,,2013,2,4,2,13,,,27,6,2013/2/4
17120,,,2013,2,4,2,14,,,28,6,2013/2/4
16984,,,2013,2,4,2,15,,,28,4,2013/2/4
16991,,,2013,2,4,2,16,,,27,4,2013/2/4
17641,,,2013,2,4,2,17,,,27,3,2013/2/4
19181,,,2013,2,4,2,18,,,25,4,2013/2/4
19463,,,2013,2,4,2,19,,,25,3,2013/2/4
19065,,,2013,2,4,2,20,,,24,3,2013/2/4
18433,,,2013,2,4,2,21,,,23,3,2013/2/4
17189,,,2013,2,4,2,22,,,21,4,2013/2/4
15610,,,2013,2,4,2,23,,,21,4,2013/2/4
14358,,,2013,2,4,2,24,,,20,5,2013/2/4
13544,,,2013,2,5,3,1,,,20,5,2013/2/5
13109,,,2013,2,5,3,2,,,20,5,2013/2/5
12905,,,2013,2,5,3,3,,,20,6,2013/2/5
12900,,,2013,2,5,3,4,,,19,6,2013/2/5
13242,,,2013,2,5,3,5,,,20,7,2013/2/5
14383,,,2013,2,5,3,6,,,19,8,2013/2/5
16484,,,2013,2,5,3,7,,,19,8,2013/2/5
17565,,,2013,2,5,3,8,,,19,8,2013/2/5
17737,,,2013,2,5,3,9,,,20,9,2013/2/5
17696,,,2013,2,5,3,10,,,21,8,2013/2/5
17750,,,2013,2,5,3,11,,,22,8,2013/2/5
17686,,,2013,2,5,3,12,,,24,8,2013/2/5
17517,,,2013,2,5,3,13,,,25,8,2013/2/5
17413,,,2013,2,5,3,14,,,25,9,2013/2/5
17190,,,2013,2,5,3,15,,,26,10,2013/2/5
17184,,,2013,2,5,3,16,,,27,11,2013/2/5
17824,,,2013,2,5,3,17,,,26,13,2013/2/5
19114,,,2013,2,5,3,18,,,26,13,2013/2/5
19256,,,2013,2,5,3,19,,,25,15,2013/2/5
18841,,,2013,2,5,3,20,,,25,16,2013/2/5
18104,,,2013,2,5,3,21,,,24,17,2013/2/5
16931,,,2013,2,5,3,22,,,24,19,2013/2/5
15387,,,2013,2,5,3,23,,,24,19,2013/2/5
14066,,,2013,2,5,3,24,,,24,19,2013/2/5
13191,,,2013,2,6,4,1,,,24,20,2013/2/6
12797,,,2013,2,6,4,2,,,24,20,2013/2/6
12607,,,2013,2,6,4,3,,,24,20,2013/2/6
12553,,,2013,2,6,4,4,,,24,20,2013/2/6
12865,,,2013,2,6,4,5,,,24,20,2013/2/6
14009,,,2013,2,6,4,6,,,24,21,2013/2/6
16056,,,2013,2,6,4,7,,,24,21,2013/2/6
17029,,,2013,2,6,4,8,,,24,21,2013/2/6
17085,,,2013,2,6,4,9,,,24,21,2013/2/6
16991,,,2013,2,6,4,10,,,27,22,2013/2/6
16833,,,2013,2,6,4,11,,,30,23,2013/2/6
16565,,,2013,2,6,4,12,,,33,22,2013/2/6
16480,,,2013,2,6,4,13,,,35,21,2013/2/6
16470,,,2013,2,6,4,14,,,35,19,2013/2/6
16317,,,2013,2,6,4,15,,,36,17,2013/2/6
16277,,,2013,2,6,4,16,,,36,16,2013/2/6
16773,,,2013,2,6,4,17,,,35,14,2013/2/6
18240,,,2013,2,6,4,18,,,34,12,2013/2/6
18735,,,2013,2,6,4,19,,,32,10,2013/2/6
18429,,,2013,2,6,4,20,,,30,8,2013/2/6
17878,,,2013,2,6,4,21,,,28,5,2013/2/6
16841,,,2013,2,6,4,22,,,26,3,2013/2/6
15387,,,2013,2,6,4,23,,,25,1,2013/2/6
14072,,,2013,2,6,4,24,,,24,0,2013/2/6
13295,,,2013,2,7,5,1,,,22,1,2013/2/7
12951,,,2013,2,7,5,2,,,21,1,2013/2/7
12815,,,2013,2,7,5,3,,,20,1,2013/2/7
12834,,,2013,2,7,5,4,,,19,2,2013/2/7
13290,,,2013,2,7,5,5,,,18,0,2013/2/7
14507,,,2013,2,7,5,6,,,17,0,2013/2/7
16696,,,2013,2,7,5,7,,,17,0,2013/2/7
17678,,,2013,2,7,5,8,,,16,1,2013/2/7
17871,,,2013,2,7,5,9,,,18,1,2013/2/7
17761,,,2013,2,7,5,10,,,20,0,2013/2/7
17620,,,2013,2,7,5,11,,,22,-1,2013/2/7
17388,,,2013,2,7,5,12,,,23,-1,2013/2/7
17046,,,2013,2,7,5,13,,,25,-2,2013/2/7
16858,,,2013,2,7,5,14,,,27,-1,2013/2/7
16651,,,2013,2,7,5,15,,,28,-1,2013/2/7
16661,,,2013,2,7,5,16,,,28,-1,2013/2/7
17138,,,2013,2,7,5,17,,,28,0,2013/2/7
18397,,,2013,2,7,5,18,,,26,0,2013/2/7
18836,,,2013,2,7,5,19,,,26,1,2013/2/7
18607,,,2013,2,7,5,20,,,26,3,2013/2/7
18160,,,2013,2,7,5,21,,,25,4,2013/2/7
17128,,,2013,2,7,5,22,,,25,4,2013/2/7
15762,,,2013,2,7,5,23,,,24,7,2013/2/7
14398,,,2013,2,7,5,24,,,24,8,2013/2/7
13536,,,2013,2,8,6,1,,,24,9,2013/2/8
13015,,,2013,2,8,6,2,,,24,9,2013/2/8
12775,,,2013,2,8,6,3,,,24,10,2013/2/8
12709,,,2013,2,8,6,4,,,24,12,2013/2/8
13014,,,2013,2,8,6,5,,,24,13,2013/2/8
13921,,,2013,2,8,6,6,,,24,16,2013/2/8
15358,,,2013,2,8,6,7,,,25,17,2013/2/8
16498,,,2013,2,8,6,8,,,25,18,2013/2/8
17321,,,2013,2,8,6,9,,,25,19,2013/2/8
17898,,,2013,2,8,6,10,,,26,20,2013/2/8
18221,,,2013,2,8,6,11,,,26,22,2013/2/8
18268,,,2013,2,8,6,12,,,26,23,2013/2/8
18114,,,2013,2,8,6,13,,,27,23,2013/2/8
17910,,,2013,2,8,6,14,,,26,23,2013/2/8
17533,,,2013,2,8,6,15,,,26,23,2013/2/8
17256,,,2013,2,8,6,16,,,26,23,2013/2/8
17633,,,2013,2,8,6,17,,,26,23,2013/2/8
18754,,,2013,2,8,6,18,,,25,22,2013/2/8
18466,,,2013,2,8,6,19,,,25,23,2013/2/8
17663,,,2013,2,8,6,20,,,25,22,2013/2/8
16534,,,2013,2,8,6,21,,,24,22,2013/2/8
15375,,,2013,2,8,6,22,,,23,21,2013/2/8
14190,,,2013,2,8,6,23,,,21,19,2013/2/8
13158,,,2013,2,8,6,24,,,19,16,2013/2/8
12413,,,2013,2,9,7,1,,,19,16,2013/2/9
12042,,,2013,2,9,7,2,,,18,15,2013/2/9
11804,,,2013,2,9,7,3,,,18,15,2013/2/9
11814,,,2013,2,9,7,4,,,18,15,2013/2/9
11880,,,2013,2,9,7,5,,,19,16,2013/2/9
12123,,,2013,2,9,7,6,,,19,16,2013/2/9
12655,,,2013,2,9,7,7,,,19,16,2013/2/9
13103,,,2013,2,9,7,8,,,19,15,2013/2/9
13888,,,2013,2,9,7,9,,,19,14,2013/2/9
14515,,,2013,2,9,7,10,,,19,12,2013/2/9
14830,,,2013,2,9,7,11,,,18,12,2013/2/9
14973,,,2013,2,9,7,12,,,18,11,2013/2/9
14955,,,2013,2,9,7,13,,,20,11,2013/2/9
14828,,,2013,2,9,7,14,,,20,10,2013/2/9
14812,,,2013,2,9,7,15,,,21,9,2013/2/9
14865,,,2013,2,9,7,16,,,22,7,2013/2/9
15381,,,2013,2,9,7,17,,,22,6,2013/2/9
16928,,,2013,2,9,7,18,,,21,5,2013/2/9
17528,,,2013,2,9,7,19,,,19,3,2013/2/9
