OBSPWR,4HR_FCSTPWR,OBS_DIFF,4HR_DIFF,4HR_ERROR,DIFF_ERROR
347.5,550.7,-53.7,-46.2,203.2,7.5
356,502.7,8.5,-48,146.7,-56.5
363.9,463.8,7.9,-38.9,99.9,-46.8
307.9,425,-56,-38.8,117.1,17.2
275.7,359.9,-32.2,-65.1,84.2,-32.9
246.6,337.2,-29.1,-22.7,90.6,6.4
160.6,298.9,-86,-38.3,138.3,47.7
86.8,250,-73.8,-48.9,163.2,24.9
45.6,216.4,-41.2,-33.6,170.8,7.6
30.1,206.9,-15.5,-9.5,176.8,6
52.3,198.9,22.2,-8,146.6,-30.2
96.2,207.5,43.9,8.6,111.3,-35.3
111.2,230.8,15,23.3,119.6,8.3
66.7,222.7,-44.5,-8.1,156,36.4
33.9,204.3,-32.8,-18.4,170.4,14.4
56.5,202.8,22.6,-1.5,146.3,-24.1
47,212.6,-9.5,9.8,165.6,19.3
39,219.8,-8,7.2,180.8,15.2
80.9,224.3,41.9,4.5,143.4,-37.4
40.5,223.9,-40.4,-0.4,183.4,40
33.6,231.5,-6.9,7.6,197.9,14.5
96.2,217.4,62.6,-14.1,121.2,-76.7
269.6,284.5,173.4,67.1,14.9,-106.3
594.9,413.4,325.3,128.9,-181.5,-196.4
795.7,493.5,200.8,80.1,-302.2,-120.7
1010.9,587.7,215.2,94.2,-423.2,-121
1075.1,656.5,64.2,68.8,-418.6,4.6
870.2,674.3,-204.9,17.8,-195.9,222.7
697,659.8,-173.2,-14.5,-37.2,158.7
701.7,660.7,4.7,0.9,-41,-3.8
1040.2,734.7,338.5,74,-305.5,-264.5
1196.6,805.6,156.4,70.9,-391,-85.5
1461.1,872.1,264.5,66.5,-589,-198
1478.4,923.3,17.3,51.2,-555.1,33.9
1406.9,943.5,-71.5,20.2,-463.4,91.7
1436.8,984.6,29.9,41.1,-452.2,11.2
1526.5,1070.4,89.7,85.8,-456.1,-3.9
1633.9,1185.5,107.4,115.1,-448.4,7.7
1641.8,1286.5,7.9,101,-355.3,93.1
1636.5,1358.2,-5.3,71.7,-278.3,77
1604.5,1397,-32,38.8,-207.5,70.8
1653,1426,48.5,29,-227,-19.5
1657.2,1522.9,4.2,96.9,-134.3,92.7
1655.7,1569.2,-1.5,46.3,-86.5,47.8
1654.6,1589.5,-1.1,20.3,-65.1,21.4
1652.4,1619.3,-2.2,29.8,-33.1,32
1651.5,1623,-0.9,3.7,-28.5,4.6
1652.2,1633,0.7,10,-19.2,9.3
1653.2,1620,1,-13,-33.2,-14
1650,1596.6,-3.2,-23.4,-53.4,-20.2
1654.4,1566.7,4.4,-29.9,-87.7,-34.3
1657.8,1566.3,3.4,-0.4,-91.5,-3.8
1651.7,1482.6,-6.1,-83.7,-169.1,-77.6
1654.5,1411.4,2.8,-71.2,-243.1,-74
1654.8,1412.8,0.3,1.4,-242,1.1
1651.2,1364.7,-3.6,-48.1,-286.5,-44.5
1616.1,1345.8,-35.1,-18.9,-270.3,16.2
1646.6,1335.7,30.5,-10.1,-310.9,-40.6
1643.3,1308.5,-3.3,-27.2,-334.8,-23.9
1640.8,1317.1,-2.5,8.6,-323.7,11.1
1602.8,1331.7,-38,14.6,-271.1,52.6
1519.4,1352.5,-83.4,20.8,-166.9,104.2
1555.6,1438,36.2,85.5,-117.6,49.3
1606.8,1461.6,51.2,23.6,-145.2,-27.6
1639.8,1484.8,33,23.2,-155,-9.8
1649,1470.8,9.2,-14,-178.2,-23.2
1655.2,1543.8,6.2,73,-111.4,66.8
1651.4,1566.1,-3.8,22.3,-85.3,26.1
1644.1,1574.5,-7.3,8.4,-69.6,15.7
1626,1581.3,-18.1,6.8,-44.7,24.9
1592.9,1576.5,-33.1,-4.8,-16.4,28.3
1550.2,1546.4,-42.7,-30.1,-3.8,12.6
1471.9,1521.9,-78.3,-24.5,50,53.8
1150.4,1376.3,-321.5,-145.6,225.9,175.9
1086.8,1300.6,-63.6,-75.7,213.8,-12.1
1227.3,1277,140.5,-23.6,49.7,-164.1
1242.7,1200,15.4,-77,-42.7,-92.4
1076.1,1116.6,-166.6,-83.4,40.5,83.2
931.4,1027.5,-144.7,-89.1,96.1,55.6
799.9,936.1,-131.5,-91.4,136.2,40.1
606.8,832,-193.1,-104.1,225.2,89
499.9,760.4,-106.9,-71.6,260.5,35.3
436.2,695.6,-63.7,-64.8,259.4,-1.1
335.7,626.7,-100.5,-68.9,291,31.6
334.7,594.3,-1,-32.4,259.6,-31.4
277.5,564.7,-57.2,-29.6,287.2,27.6
415.2,582.2,137.7,17.5,167,-120.2
545.9,607,130.7,24.8,61.1,-105.9
430,556.1,-115.9,-50.9,126.1,65
390.7,558,-39.3,1.9,167.3,41.2
354.2,567.1,-36.5,9.1,212.9,45.6
318.2,571.5,-36,4.4,253.3,40.4
334.4,562.3,16.2,-9.2,227.9,-25.4
325.9,532.4,-8.5,-29.9,206.5,-21.4
329.7,506.4,3.8,-26,176.7,-29.8
431,508.7,101.3,2.3,77.7,-99
413.2,494.2,-17.8,-14.5,81,3.3
334.6,468.9,-78.6,-25.3,134.3,53.3
296.2,451.2,-38.4,-17.7,155,20.7
312.1,409.6,15.9,-41.6,97.5,-57.5
344.6,397.9,32.5,-11.7,53.3,-44.2
313.2,367.6,-31.4,-30.3,54.4,1.1
349.7,376.8,36.5,9.2,27.1,-27.3
479.9,430.6,130.2,53.8,-49.3,-76.4
478,412.5,-1.9,-18.1,-65.5,-16.2
332.1,388.1,-145.9,-24.4,56,121.5
291.7,361.7,-40.4,-26.4,70,14
281.7,376.3,-10,14.6,94.6,24.6
250.9,365.2,-30.8,-11.1,114.3,19.7
165.9,340.5,-85,-24.7,174.6,60.3
250.4,379.5,84.5,39,129.1,-45.5
537.3,451.1,286.9,71.6,-86.2,-215.3
855.3,566.7,318,115.6,-288.6,-202.4
1054.3,721.2,199,154.5,-333.1,-44.5
1082.4,831.2,28.1,110,-251.2,81.9
1073.9,937.8,-8.5,106.6,-136.1,115.1
1133.2,990.4,59.3,52.6,-142.8,-6.7
1134.2,1051.6,1,61.2,-82.6,60.2
1088.6,1027.8,-45.6,-23.8,-60.8,21.8
1143.3,1108.4,54.7,80.6,-34.9,25.9
1238,1110.1,94.7,1.7,-127.9,-93
1372.2,1151.2,134.2,41.1,-221,-93.1
1444,1176,71.8,24.8,-268,-47
1472.9,1192.9,28.9,16.9,-280,-12
1437.6,1167.7,-35.3,-25.2,-269.9,10.1
1262.9,1086.8,-174.7,-80.9,-176.1,93.8
1154.5,1063.1,-108.4,-23.7,-91.4,84.7
981.9,1031.2,-172.6,-31.9,49.3,140.7
747.4,923.8,-234.5,-107.4,176.4,127.1
594.7,830.8,-152.7,-93,236.1,59.7
511.2,757.7,-83.5,-73.1,246.5,10.4
288.8,670.6,-222.4,-87.1,381.8,135.3
195.5,599.6,-93.3,-71,404.1,22.3
130.4,523,-65.1,-76.6,392.6,-11.5
216.2,510.7,85.8,-12.3,294.5,-98.1
303.7,521.1,87.5,10.4,217.4,-77.1
243.5,474.6,-60.2,-46.5,231.1,13.7
247.5,438.5,4,-36.1,191,-40.1
143.9,412.6,-103.6,-25.9,268.7,77.7
106.6,401.7,-37.3,-10.9,295.1,26.4
139.4,401.7,32.8,0,262.3,-32.8
244.3,396.5,104.9,-5.2,152.2,-110.1
287.7,434.6,43.4,38.1,146.9,-5.3
321.4,456.1,33.7,21.5,134.7,-12.2
280.8,414.6,-40.6,-41.5,133.8,-0.9
300.8,393.4,20,-21.2,92.6,-41.2
373.3,431.4,72.5,38,58.1,-34.5
393.1,430.9,19.8,-0.5,37.8,-20.3
411.7,408.8,18.6,-22.1,-2.9,-40.7
359.2,383.3,-52.5,-25.5,24.1,27
396.7,400.7,37.5,17.4,4,-20.1
442.3,420.1,45.6,19.4,-22.2,-26.2
598.8,451.1,156.5,31,-147.7,-125.5
622,464.9,23.2,13.8,-157.1,-9.4
537.2,446.8,-84.8,-18.1,-90.4,66.7
443.4,430,-93.8,-16.8,-13.4,77
578.6,487.7,135.2,57.7,-90.9,-77.5
995.3,602.8,416.7,115.1,-392.5,-301.6
1310.6,788.2,315.3,185.4,-522.4,-129.9
1381.6,951.1,71,162.9,-430.5,91.9
1183.7,981.6,-197.9,30.5,-202.1,228.4
1157,1041,-26.7,59.4,-116,86.1
1101.6,1057.9,-55.4,16.9,-43.7,72.3
900.9,1078.4,-200.7,20.5,177.5,221.2
808.2,1031,-92.7,-47.4,222.8,45.3
734.1,958.9,-74.1,-72.1,224.8,2
723.2,917.2,-10.9,-41.7,194,-30.8
759.9,925,36.7,7.8,165.1,-28.9
838.9,888.9,79,-36.1,50,-115.1
779.7,844.8,-59.2,-44.1,65.1,15.1
902.3,833.4,122.6,-11.4,-68.9,-134
936.2,868.5,33.9,35.1,-67.7,1.2
899.6,852.4,-36.6,-16.1,-47.2,20.5
1158.6,908.2,259,55.8,-250.4,-203.2
1397.6,996.3,239,88.1,-401.3,-150.9
1467.4,1061.3,69.8,65,-406.1,-4.8
1442.9,1059.4,-24.5,-1.9,-383.5,22.6
1382.3,1047.4,-60.6,-12,-334.9,48.6
1278.8,1024.3,-103.5,-23.1,-254.5,80.4
1144.4,985,-134.4,-39.3,-159.4,95.1
1018.1,961.1,-126.3,-23.9,-57,102.4
980.1,960.3,-38,-0.8,-19.8,37.2
1089.8,1047.9,109.7,87.6,-41.9,-22.1
1051.3,1069,-38.5,21.1,17.7,59.6
846.8,1010,-204.5,-59,163.2,145.5
627.1,919.9,-219.7,-90.1,292.8,129.6
464.8,829.4,-162.3,-90.5,364.6,71.8
394.2,773.4,-70.6,-56,379.2,14.6
429.3,745.8,35.1,-27.6,316.5,-62.7
430.7,691.6,1.4,-54.2,260.9,-55.6
390.8,632.2,-39.9,-59.4,241.4,-19.5
366.9,602.4,-23.9,-29.8,235.5,-5.9
363.5,579.8,-3.4,-22.6,216.3,-19.2
354,536.5,-9.5,-43.3,182.5,-33.8
433.4,551.3,79.4,14.8,117.9,-64.6
554.6,540.3,121.2,-11,-14.3,-132.2
581.2,532.7,26.6,-7.6,-48.5,-34.2
584.1,534.1,2.9,1.4,-50,-1.5
539.8,557.9,-44.3,23.8,18.1,68.1
526.6,533,-13.2,-24.9,6.4,-11.7
574.5,538,47.9,5,-36.5,-42.9
606.6,524.6,32.1,-13.4,-82,-45.5
566.7,513.9,-39.9,-10.7,-52.8,29.2
488.8,482,-77.9,-31.9,-6.8,46
454.9,505.3,-33.9,23.3,50.4,57.2
419.9,496.1,-35,-9.2,76.2,25.8
515.5,557.5,95.6,61.4,42,-34.2
614.5,624.1,99,66.6,9.6,-32.4
562.1,616.6,-52.4,-7.5,54.5,44.9
469.3,588.1,-92.8,-28.5,118.8,64.3
338.9,535.5,-130.4,-52.6,196.6,77.8
238.6,475.9,-100.3,-59.6,237.3,40.7
268.9,477.2,30.3,1.3,208.3,-29
240.2,476.5,-28.7,-0.7,236.3,28
199,430.7,-41.2,-45.8,231.7,-4.6
218.3,411.2,19.3,-19.5,192.9,-38.8
171.4,366.5,-46.9,-44.7,195.1,2.2
159.6,327.1,-11.8,-39.4,167.5,-27.6
133,317.4,-26.6,-9.7,184.4,16.9
117.6,296.9,-15.4,-20.5,179.3,-5.1
91.9,266.2,-25.7,-30.7,174.3,-5
104.7,257.3,12.8,-8.9,152.6,-21.7
99.9,243.5,-4.8,-13.8,143.6,-9
99.5,251,-0.4,7.5,151.5,7.9
80,225.6,-19.5,-25.4,145.6,-5.9
83.6,224.5,3.6,-1.1,140.9,-4.7
76.4,205.8,-7.2,-18.7,129.4,-11.5
69.7,199.6,-6.7,-6.2,129.9,0.5
73.8,209.8,4.1,10.2,136,6.1
46.9,199.3,-26.9,-10.5,152.4,16.4
48.2,204,1.3,4.7,155.8,3.4
85.4,232.8,37.2,28.8,147.4,-8.4
139.1,235.6,53.7,2.8,96.5,-50.9
240.1,269.9,101,34.3,29.8,-66.7
265.6,291.9,25.5,22,26.3,-3.5
132.3,278.9,-133.3,-13,146.6,120.3
72.1,255.9,-60.2,-23,183.8,37.2
74.6,247.1,2.5,-8.8,172.5,-11.3
42.8,235.9,-31.8,-11.2,193.1,20.6
46.1,228.9,3.3,-7,182.8,-10.3
25.1,204.1,-21,-24.8,179,-3.8
53,199.5,27.9,-4.6,146.5,-32.5
62.9,202.5,9.9,3,139.6,-6.9
48.3,192.4,-14.6,-10.1,144.1,4.5
32.1,183.7,-16.2,-8.7,151.6,7.5
32.7,173,0.6,-10.7,140.3,-11.3
24.2,177.8,-8.5,4.8,153.6,13.3
22,162.9,-2.2,-14.9,140.9,-12.7
51.6,158.6,29.6,-4.3,107,-33.9
59.2,169.2,7.6,10.6,110,3
78.2,153.7,19,-15.5,75.5,-34.5
58.5,148.7,-19.7,-5,90.2,14.7
41.4,145.1,-17.1,-3.6,103.7,13.5
56.3,160.9,14.9,15.8,104.6,0.9
79.2,189.9,22.9,29,110.7,6.1
46.4,207.1,-32.8,17.2,160.7,50
45.9,193.5,-0.5,-13.6,147.6,-13.1
55,173.9,9.1,-19.6,118.9,-28.7
35.6,173.6,-19.4,-0.3,138,19.1
29.9,149.5,-5.7,-24.1,119.6,-18.4
26.3,158.7,-3.6,9.2,132.4,12.8
39.9,155.4,13.6,-3.3,115.5,-16.9
65,177.4,25.1,22,112.4,-3.1
73,180.2,8,2.8,107.2,-5.2
105.5,183.7,32.5,3.5,78.2,-29
128.7,194.9,23.2,11.2,66.2,-12
117.7,188.4,-11,-6.5,70.7,4.5
150,214.6,32.3,26.2,64.6,-6.1
198.9,242,48.9,27.4,43.1,-21.5
241.5,266.5,42.6,24.5,25,-18.1
227.1,276.7,-14.4,10.2,49.6,24.6
221.8,289.8,-5.3,13.1,68,18.4
260.7,301.2,38.9,11.4,40.5,-27.5
238.4,283.7,-22.3,-17.5,45.3,4.8
205.4,278.4,-33,-5.3,73,27.7
187.8,262.3,-17.6,-16.1,74.5,1.5
213.8,281.9,26,19.6,68.1,-6.4
184.7,273,-29.1,-8.9,88.3,20.2
277.1,315.9,92.4,42.9,38.8,-49.5
339.7,340.9,62.6,25,1.2,-37.6
433.2,384.2,93.5,43.3,-49,-50.2
540.5,418.9,107.3,34.7,-121.6,-72.6
631.9,483.6,91.4,64.7,-148.3,-26.7
611.5,548.6,-20.4,65,-62.9,85.4
719.3,593.8,107.8,45.2,-125.5,-62.6
813.4,672,94.1,78.2,-141.4,-15.9
909.7,721.1,96.3,49.1,-188.6,-47.2
1066.4,806.3,156.7,85.2,-260.1,-71.5
1132,875.2,65.6,68.9,-256.8,3.3
1068.4,850.1,-63.6,-25.1,-218.3,38.5
1080.3,863.5,11.9,13.4,-216.8,1.5
1060.4,898.9,-19.9,35.4,-161.5,55.3
1102.2,885.9,41.8,-13,-216.3,-54.8
1142.1,876.9,39.9,-9,-265.2,-48.9
1193.2,951.7,51.1,74.8,-241.5,23.7
1276.4,980,83.2,28.3,-296.4,-54.9
1310.5,1024.1,34.1,44.1,-286.4,10
1200.4,980.9,-110.1,-43.2,-219.5,66.9
952.4,871.2,-248,-109.7,-81.2,138.3
859.2,822.1,-93.2,-49.1,-37.1,44.1
1154.6,880.5,295.4,58.4,-274.1,-237
1212.5,921.4,57.9,40.9,-291.1,-17
1111.6,999.5,-100.9,78.1,-112.1,179
1088.4,1053.2,-23.2,53.7,-35.2,76.9
1062.3,1048,-26.1,-5.2,-14.3,20.9
1251.4,1122,189.1,74,-129.4,-115.1
1166.6,1116.3,-84.8,-5.7,-50.3,79.1
1049,1111.5,-117.6,-4.8,62.5,112.8
918.3,1076.3,-130.7,-35.2,158,95.5
1062,1119.8,143.7,43.5,57.8,-100.2
1148.5,1089.8,86.5,-30,-58.7,-116.5
1037.7,1073.6,-110.8,-16.2,35.9,94.6
936.7,1005.3,-101,-68.3,68.6,32.7
716.3,908.2,-220.4,-97.1,191.9,123.3
589.6,834.5,-126.7,-73.7,244.9,53
722.6,817.5,133,-17,94.9,-150
852,770.3,129.4,-47.2,-81.7,-176.6
932.9,766.2,80.9,-4.1,-166.7,-85
685.1,730.1,-247.8,-36.1,45,211.7
618.2,724.3,-66.9,-5.8,106.1,61.1
552.2,661,-66,-63.3,108.8,2.7
471.5,572.7,-80.7,-88.3,101.2,-7.6
587.4,549.9,115.9,-22.8,-37.5,-138.7
731.2,554.9,143.8,5,-176.3,-138.8
789.1,625.4,57.9,70.5,-163.7,12.6
947.5,701,158.4,75.6,-246.5,-82.8
983,802.2,35.5,101.2,-180.8,65.7
912.1,819.2,-70.9,17,-92.9,87.9
848.8,819.4,-63.3,0.2,-29.4,63.5
938.9,835.9,90.1,16.5,-103,-73.6
1015.1,879.9,76.2,44,-135.2,-32.2
784.8,798.4,-230.3,-81.5,13.6,148.8
684.7,769.7,-100.1,-28.7,85,71.4
702.1,791.5,17.4,21.8,89.4,4.4
921,888.7,218.9,97.2,-32.3,-121.7
1052.1,933.7,131.1,45,-118.4,-86.1
1075.8,948.9,23.7,15.2,-126.9,-8.5
657.6,825.6,-418.2,-123.3,168,294.9
567.9,764,-89.7,-61.6,196.1,28.1
882.5,832.9,314.6,68.9,-49.6,-245.7
1117.3,858,234.8,25.1,-259.3,-209.7
1239.5,867.3,122.2,9.3,-372.2,-112.9
1192.6,911.9,-46.9,44.6,-280.7,91.5
1041.2,895.5,-151.4,-16.4,-145.7,135
831.8,830,-209.4,-65.5,-1.8,143.9
720.4,773.2,-111.4,-56.8,52.8,54.6
738.1,694.5,17.7,-78.7,-43.6,-96.4
615.9,633.1,-122.2,-61.4,17.2,60.8
541,609.9,-74.9,-23.2,68.9,51.7
374.2,577.7,-166.8,-32.2,203.5,134.6
293.1,559.1,-81.1,-18.6,266,62.5
357.5,563.8,64.4,4.7,206.3,-59.7
412.1,558.7,54.6,-5.1,146.6,-59.7
291.1,496.7,-121,-62,205.6,59
162.1,430.4,-129,-66.3,268.3,62.7
101.3,394.1,-60.8,-36.3,292.8,24.5
92.8,344.6,-8.5,-49.5,251.8,-41
60.4,318.9,-32.4,-25.7,258.5,6.7
36.8,269.4,-23.6,-49.5,232.6,-25.9
53.2,239.6,16.4,-29.8,186.4,-46.2
116,236.2,62.8,-3.4,120.2,-66.2
98.9,237.2,-17.1,1,138.3,18.1
130.9,226.6,32,-10.6,95.7,-42.6
243.7,269.2,112.8,42.6,25.5,-70.2
300.3,294.7,56.6,25.5,-5.6,-31.1
345.1,326.5,44.8,31.8,-18.6,-13
376.5,374.3,31.4,47.8,-2.2,16.4
349.8,385.7,-26.7,11.4,35.9,38.1
328.8,376.8,-21,-8.9,48,12.1
323.8,375.3,-5,-1.5,51.5,3.5
334.4,368.6,10.6,-6.7,34.2,-17.3
348.4,356.2,14,-12.4,7.8,-26.4
407.5,375.9,59.1,19.7,-31.6,-39.4
248.8,350.8,-158.7,-25.1,102,133.6
370.4,396.5,121.6,45.7,26.1,-75.9
572.2,462.3,201.8,65.8,-109.9,-136
732.8,551.2,160.6,88.9,-181.6,-71.7
930.3,647.2,197.5,96,-283.1,-101.5
1115,753.4,184.7,106.2,-361.6,-78.5
1353.1,879.8,238.1,126.4,-473.3,-111.7
1461,999.6,107.9,119.8,-461.4,11.9
1516.3,1160.8,55.3,161.2,-355.5,105.9
1563.5,1194.6,47.2,33.8,-368.9,-13.4
1600.6,1288.6,37.1,94,-312,56.9
1614.7,1321.7,14.1,33.1,-293,19
1617.2,1312.1,2.5,-9.6,-305.1,-12.1
1632.2,1338.8,15,26.7,-293.4,11.7
1643.8,1373.8,11.6,35,-270,23.4
1649.6,1394.5,5.8,20.7,-255.1,14.9
1639.2,1381.6,-10.4,-12.9,-257.6,-2.5
1533.2,1351.3,-106,-30.3,-181.9,75.7
1370.8,1324,-162.4,-27.3,-46.8,135.1
1255,1212.6,-115.8,-111.4,-42.4,4.4
1164.1,1107,-90.9,-105.6,-57.1,-14.7
979.4,975.7,-184.7,-131.3,-3.7,53.4
830.1,862.3,-149.3,-113.4,32.2,35.9
689.2,824,-140.9,-38.3,134.8,102.6
469,729.3,-220.2,-94.7,260.3,125.5
398,698.3,-71,-31,300.3,40
535.5,729.2,137.5,30.9,193.7,-106.6
776.9,780.1,241.4,50.9,3.2,-190.5
1030.4,882.4,253.5,102.3,-148,-151.2
908,865.6,-122.4,-16.8,-42.4,105.6
1131.8,905.7,223.8,40.1,-226.1,-183.7
1100.5,943.5,-31.3,37.8,-157,69.1
1344.5,1087.1,244,143.6,-257.4,-100.4
1450.2,1192.9,105.7,105.8,-257.3,0.1
1450,1237,-0.2,44.1,-213,44.3
1423.3,1269.9,-26.7,32.9,-153.4,59.6
1381.4,1201.2,-41.9,-68.7,-180.2,-26.8
1262.5,1180.6,-118.9,-20.6,-81.9,98.3
1242.3,1187,-20.2,6.4,-55.3,26.6
1177.8,1173.6,-64.5,-13.4,-4.2,51.1
1224,1166.2,46.2,-7.4,-57.8,-53.6
1484.3,1248.5,260.3,82.3,-235.8,-178
1548.3,1258.7,64,10.2,-289.6,-53.8
1466.6,1214,-81.7,-44.7,-252.6,37
1263,1113.4,-203.6,-100.6,-149.6,103
1153.7,1050.4,-109.3,-63,-103.3,46.3
968.7,950.3,-185,-100.1,-18.4,84.9
788.6,918.3,-180.1,-32,129.7,148.1
773.8,903.5,-14.8,-14.8,129.7,-2.27E-13
732.5,928.9,-41.3,25.4,196.4,66.7
767.2,950.3,34.7,21.4,183.1,-13.3
902.7,963,135.5,12.7,60.3,-122.8
1041.6,1029.7,138.9,66.7,-11.9,-72.2
954.6,979.7,-87,-50,25.1,37
886.2,930.8,-68.4,-48.9,44.6,19.5
843.1,939.9,-43.1,9.1,96.8,52.2
921.5,950.6,78.4,10.7,29.1,-67.7
922.8,953.3,1.3,2.7,30.5,1.4
896,971.5,-26.8,18.2,75.5,45
737.2,896.9,-158.8,-74.6,159.7,84.2
618.3,795.5,-118.9,-101.4,177.2,17.5
590.7,776.2,-27.6,-19.3,185.5,8.3
632.6,788.3,41.9,12.1,155.7,-29.8
558.6,725.3,-74,-63,166.7,11
570.3,710,11.7,-15.3,139.7,-27
445.3,652.9,-125,-57.1,207.6,67.9
280.5,578.5,-164.8,-74.4,298,90.4
298.7,518.5,18.2,-60,219.8,-78.2
327.1,484.2,28.4,-34.3,157.1,-62.7
355.6,453.6,28.5,-30.6,98,-59.1
431.8,450.8,76.2,-2.8,19,-79
423.1,424.1,-8.7,-26.7,1,-18
222.4,380.6,-200.7,-43.5,158.2,157.2
235.3,398.2,12.9,17.6,162.9,4.7
441.6,487,206.3,88.8,45.4,-117.5
586.9,544.5,145.3,57.5,-42.4,-87.8
555.2,568,-31.7,23.5,12.8,55.2
492.7,563.6,-62.5,-4.4,70.9,58.1
315.5,509.6,-177.2,-54,194.1,123.2
275.4,493.3,-40.1,-16.3,217.9,23.8
425.6,524.9,150.2,31.6,99.3,-118.6
546.6,582.2,121,57.3,35.6,-63.7
708.6,631.9,162,49.7,-76.7,-112.3
655.6,646.4,-53,14.5,-9.2,67.5
426.9,572.8,-228.7,-73.6,145.9,155.1
348,536.4,-78.9,-36.4,188.4,42.5
399,545.2,51,8.8,146.2,-42.2
321,524.3,-78,-20.9,203.3,57.1
278.1,500.2,-42.9,-24.1,222.1,18.8
237.6,451.3,-40.5,-48.9,213.7,-8.4
187.7,391.8,-49.9,-59.5,204.1,-9.6
160.9,372.7,-26.8,-19.1,211.8,7.7
170.1,326.7,9.2,-46,156.6,-55.2
239,318.7,68.9,-8,79.7,-76.9
284.5,313.3,45.5,-5.4,28.8,-50.9
203.6,323.5,-80.9,10.2,119.9,91.1
126.4,301.7,-77.2,-21.8,175.3,55.4
113.9,281,-12.5,-20.7,167.1,-8.2
57.7,297.5,-56.2,16.5,239.8,72.7
40.3,286.3,-17.4,-11.2,246,6.2
71.2,262.3,30.9,-24,191.1,-54.9
71.3,256.5,0.1,-5.8,185.2,-5.9
34.4,218.5,-36.9,-38,184.1,-1.1
23.7,189.1,-10.7,-29.4,165.4,-18.7
40.9,201.7,17.2,12.6,160.8,-4.6
128.1,250.7,87.2,49,122.6,-38.2
286.6,308.7,158.5,58,22.1,-100.5
459.4,360.7,172.8,52,-98.7,-120.8
686.3,451.7,226.9,91,-234.6,-135.9
1054.6,573,368.3,121.3,-481.6,-247
1064.6,622.5,10,49.5,-442.1,39.5
1077.5,658.8,12.9,36.3,-418.7,23.4
1004,730.5,-73.5,71.7,-273.5,145.2
1044.5,770.2,40.5,39.7,-274.3,-0.8
1205,832.4,160.5,62.2,-372.6,-98.3
1299.9,866.4,94.9,34,-433.5,-60.9
1443.6,931.5,143.7,65.1,-512.1,-78.6
1552.3,956.5,108.7,25,-595.8,-83.7
1605,1041.5,52.7,85,-563.5,32.3
1632.9,1115,27.9,73.5,-517.9,45.6
1652.7,1159.9,19.8,44.9,-492.8,25.1
1652.7,1264.9,0,105,-387.8,105
1656.3,1395.3,3.6,130.4,-261,126.8
1655.6,1488.6,-0.7,93.3,-167,94
1657.7,1540.6,2.1,52,-117.1,49.9
1655,1555.6,-2.7,15,-99.4,17.7
1656.3,1518.3,1.3,-37.3,-138,-38.6
1657.8,1502.3,1.5,-16,-155.5,-17.5
1655.8,1546.9,-2,44.6,-108.9,46.6
1654.4,1575.1,-1.4,28.2,-79.3,29.6
1645.7,1580.9,-8.7,5.8,-64.8,14.5
1653.3,1575.2,7.6,-5.7,-78.1,-13.3
1625.6,1496.2,-27.7,-79,-129.4,-51.3
1503.9,1498.8,-121.7,2.6,-5.1,124.3
1461.6,1480.3,-42.3,-18.5,18.7,23.8
1562.7,1500.7,101.1,20.4,-62,-80.7
1553.9,1433.9,-8.8,-66.8,-120,-58
1551.1,1438.9,-2.8,5,-112.2,7.8
1560.3,1410.5,9.2,-28.4,-149.8,-37.6
1435.6,1370.2,-124.7,-40.3,-65.4,84.4
1284.9,1256.5,-150.7,-113.7,-28.4,37
1190.9,1181.9,-94,-74.6,-9,19.4
1078.3,1095.2,-112.6,-86.7,16.9,25.9
986,1071.6,-92.3,-23.6,85.6,68.7
903.4,980,-82.6,-91.6,76.6,-9
916.6,982.7,13.2,2.7,66.1,-10.5
900.6,1015.8,-16,33.1,115.2,49.1
887.3,984.9,-13.3,-30.9,97.6,-17.6
932.5,1012.2,45.2,27.3,79.7,-17.9
875.5,976,-57,-36.2,100.5,20.8
655.8,871.6,-219.7,-104.4,215.8,115.3
642.5,820.9,-13.3,-50.7,178.4,-37.4
639,820.5,-3.5,-0.4,181.5,3.1
526,798.9,-113,-21.6,272.9,91.4
512,759.3,-14,-39.6,247.3,-25.6
478.3,722,-33.7,-37.3,243.7,-3.6
338.3,600.9,-140,-121.1,262.6,18.9
301.5,555.2,-36.8,-45.7,253.7,-8.9
349.9,527.5,48.4,-27.7,177.6,-76.1
466.5,552.3,116.6,24.8,85.8,-91.8
555.6,567.7,89.1,15.4,12.1,-73.7
603.2,571.4,47.6,3.7,-31.8,-43.9
542.9,530.5,-60.3,-40.9,-12.4,19.4
501.8,526.3,-41.1,-4.2,24.5,36.9
386.7,471.6,-115.1,-54.7,84.9,60.4
353.3,447.2,-33.4,-24.4,93.9,9
324.8,446.8,-28.5,-0.4,122,28.1
345.2,441,20.4,-5.8,95.8,-26.2
301.9,396,-43.3,-45,94.1,-1.7
309.8,431.2,7.9,35.2,121.4,27.3
316.2,459.9,6.4,28.7,143.7,22.3
325.5,458.8,9.3,-1.1,133.3,-10.4
270.7,459.7,-54.8,0.9,189,55.7
218.5,448.8,-52.2,-10.9,230.3,41.3
185.3,407.7,-33.2,-41.1,222.4,-7.9
139.4,405.5,-45.9,-2.2,266.1,43.7
158.7,406.3,19.3,0.8,247.6,-18.5
165,390.3,6.3,-16,225.3,-22.3
192.7,377,27.7,-13.3,184.3,-41
203.2,360.2,10.5,-16.8,157,-27.3
